brain_type,duration_type,seed,frame,coverage_pct
qlearning,long,5,2800,0.25
qlearning,long,5,2900,0.254
qlearning,long,5,3000,0.2548
qlearning,long,5,3100,0.2564
qlearning,long,5,3200,0.262
qlearning,long,5,3300,0.2652
qlearning,long,5,3400,0.2684
qlearning,long,5,3500,0.2716
qlearning,long,5,3600,0.2732
qlearning,long,5,3700,0.2784
qlearning,long,5,3800,0.2812
qlearning,long,5,3900,0.282
qlearning,long,5,4000,0.286
qlearning,long,5,4100,0.2944
qlearning,long,5,4200,0.2992
qlearning,long,5,4300,0.3028
qlearning,long,5,4400,0.3116
qlearning,long,5,4500,0.314
qlearning,long,5,4600,0.318
qlearning,long,5,4700,0.3196
qlearning,long,5,4800,0.322
qlearning,long,5,4900,0.3224
qlearning,long,5,5000,0.324
qlearning,long,6,100,0.0232
qlearning,long,6,200,0.042
qlearning,long,6,300,0.056
qlearning,long,6,400,0.0772
qlearning,long,6,500,0.0844
qlearning,long,6,600,0.094
qlearning,long,6,700,0.1056
qlearning,long,6,800,0.1216
qlearning,long,6,900,0.1352
qlearning,long,6,1000,0.1524
qlearning,long,6,1100,0.168
qlearning,long,6,1200,0.1772
qlearning,long,6,1300,0.1884
qlearning,long,6,1400,0.1964
qlearning,long,6,1500,0.2116
qlearning,long,6,1600,0.2236
qlearning,long,6,1700,0.2288
qlearning,long,6,1800,0.2372
qlearning,long,6,1900,0.2496
qlearning,long,6,2000,0.2584
qlearning,long,6,2100,0.2656
qlearning,long,6,2200,0.2668
qlearning,long,6,2300,0.2732
qlearning,long,6,2400,0.2868
qlearning,long,6,2500,0.3
qlearning,long,6,2600,0.3168
qlearning,long,6,2700,0.3288
qlearning,long,6,2800,0.3368
qlearning,long,6,2900,0.3424
qlearning,long,6,3000,0.3452
qlearning,long,6,3100,0.3528
qlearning,long,6,3200,0.36
qlearning,long,6,3300,0.3664
qlearning,long,6,3400,0.3764
qlearning,long,6,3500,0.3852
qlearning,long,6,3600,0.3936
qlearning,long,6,3700,0.3956
qlearning,long,6,3800,0.4004
qlearning,long,6,3900,0.4064
qlearning,long,6,4000,0.4148
qlearning,long,6,4100,0.4236
qlearning,long,6,4200,0.4268
qlearning,long,6,4300,0.432
qlearning,long,6,4400,0.4368
qlearning,long,6,4500,0.4372
qlearning,long,6,4600,0.4404
qlearning,long,6,4700,0.4404
qlearning,long,6,4800,0.4428
qlearning,long,6,4900,0.4476
qlearning,long,6,5000,0.452
qlearning,long,7,100,0.024
qlearning,long,7,200,0.0368
qlearning,long,7,300,0.054
qlearning,long,7,400,0.0676
qlearning,long,7,500,0.0736
qlearning,long,7,600,0.0852
qlearning,long,7,700,0.0952
qlearning,long,7,800,0.1068
qlearning,long,7,900,0.114
qlearning,long,7,1000,0.1256
qlearning,long,7,1100,0.1356
qlearning,long,7,1200,0.146
qlearning,long,7,1300,0.1516
qlearning,long,7,1400,0.1572
qlearning,long,7,1500,0.1608
qlearning,long,7,1600,0.174
qlearning,long,7,1700,0.1808
qlearning,long,7,1800,0.192
qlearning,long,7,1900,0.1992
qlearning,long,7,2000,0.2076
qlearning,long,7,2100,0.2152
qlearning,long,7,2200,0.2184
qlearning,long,7,2300,0.2224
qlearning,long,7,2400,0.2224
qlearning,long,7,2500,0.2248
qlearning,long,7,2600,0.228
qlearning,long,7,2700,0.2332
qlearning,long,7,2800,0.2428
qlearning,long,7,2900,0.2588
qlearning,long,7,3000,0.2648
qlearning,long,7,3100,0.2664
qlearning,long,7,3200,0.2716
qlearning,long,7,3300,0.278
qlearning,long,7,3400,0.2852
qlearning,long,7,3500,0.2968
qlearning,long,7,3600,0.2988
qlearning,long,7,3700,0.3044
qlearning,long,7,3800,0.3084
qlearning,long,7,3900,0.3096
qlearning,long,7,4000,0.3196
qlearning,long,7,4100,0.3268
qlearning,long,7,4200,0.3296
qlearning,long,7,4300,0.3316
qlearning,long,7,4400,0.3336
qlearning,long,7,4500,0.3336
qlearning,long,7,4600,0.3352
qlearning,long,7,4700,0.3356
qlearning,long,7,4800,0.336
qlearning,long,7,4900,0.3412
qlearning,long,7,5000,0.3444
qlearning,long,8,100,0.018
qlearning,long,8,200,0.0316
qlearning,long,8,300,0.048
qlearning,long,8,400,0.0592
qlearning,long,8,500,0.0656
qlearning,long,8,600,0.0796
qlearning,long,8,700,0.088
qlearning,long,8,800,0.1016
qlearning,long,8,900,0.1196
qlearning,long,8,1000,0.1336
qlearning,long,8,1100,0.1484
qlearning,long,8,1200,0.1564
qlearning,long,8,1300,0.1668
qlearning,long,8,1400,0.1772
qlearning,long,8,1500,0.1824
qlearning,long,8,1600,0.192
qlearning,long,8,1700,0.2004
qlearning,long,8,1800,0.2172
qlearning,long,8,1900,0.2228
qlearning,long,8,2000,0.2328
qlearning,long,8,2100,0.2392
qlearning,long,8,2200,0.2468
qlearning,long,8,2300,0.2536
qlearning,long,8,2400,0.2588
qlearning,long,8,2500,0.2608
qlearning,long,8,2600,0.2644
qlearning,long,8,2700,0.2764
qlearning,long,8,2800,0.2832
qlearning,long,8,2900,0.288
qlearning,long,8,3000,0.2988
qlearning,long,8,3100,0.3036
qlearning,long,8,3200,0.314
qlearning,long,8,3300,0.3172
qlearning,long,8,3400,0.3268
qlearning,long,8,3500,0.336
qlearning,long,8,3600,0.3448
qlearning,long,8,3700,0.3504
qlearning,long,8,3800,0.3516
qlearning,long,8,3900,0.3536
qlearning,long,8,4000,0.3564
qlearning,long,8,4100,0.3576
qlearning,long,8,4200,0.3588
qlearning,long,8,4300,0.3604
qlearning,long,8,4400,0.3628
qlearning,long,8,4500,0.3648
qlearning,long,8,4600,0.3688
qlearning,long,8,4700,0.3756
qlearning,long,8,4800,0.3772
qlearning,long,8,4900,0.3776
qlearning,long,8,5000,0.38
qlearning,long,9,100,0.02
qlearning,long,9,200,0.0376
qlearning,long,9,300,0.0588
qlearning,long,9,400,0.082
qlearning,long,9,500,0.0868
qlearning,long,9,600,0.0944
qlearning,long,9,700,0.0992
qlearning,long,9,800,0.1092
qlearning,long,9,900,0.1188
qlearning,long,9,1000,0.1256
qlearning,long,9,1100,0.1308
qlearning,long,9,1200,0.1476
qlearning,long,9,1300,0.164
qlearning,long,9,1400,0.1776
qlearning,long,9,1500,0.1876
qlearning,long,9,1600,0.192
qlearning,long,9,1700,0.2024
qlearning,long,9,1800,0.2104
qlearning,long,9,1900,0.2148
qlearning,long,9,2000,0.2168
qlearning,long,9,2100,0.224
qlearning,long,9,2200,0.2336
qlearning,long,9,2300,0.236
qlearning,long,9,2400,0.2504
qlearning,long,9,2500,0.2624
qlearning,long,9,2600,0.2708
qlearning,long,9,2700,0.2784
qlearning,long,9,2800,0.2916
qlearning,long,9,2900,0.2992
qlearning,long,9,3000,0.3112
qlearning,long,9,3100,0.3176
qlearning,long,9,3200,0.322
qlearning,long,9,3300,0.324
qlearning,long,9,3400,0.324
qlearning,long,9,3500,0.3296
qlearning,long,9,3600,0.3404
qlearning,long,9,3700,0.3464
qlearning,long,9,3800,0.3544
qlearning,long,9,3900,0.3572
qlearning,long,9,4000,0.3572
qlearning,long,9,4100,0.3592
qlearning,long,9,4200,0.362
qlearning,long,9,4300,0.3672
qlearning,long,9,4400,0.3688
qlearning,long,9,4500,0.3696
qlearning,long,9,4600,0.3704
qlearning,long,9,4700,0.3764
qlearning,long,9,4800,0.3816
qlearning,long,9,4900,0.3852
qlearning,long,9,5000,0.3892
